[rosmaster.main][INFO] 2024-07-27 16:10:56,002: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-07-27 16:10:56,002: Starting ROS Master Node
[rosmaster.master][INFO] 2024-07-27 16:11:57,895: -CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:11:57,904: publisherUpdate[/rosout] -> http://rafzarf:38985/ []
[rosmaster.master][INFO] 2024-07-27 16:11:57,905: publisherUpdate[/rosout] -> http://rafzarf:38985/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-07-27 16:31:05,379: +PARAM [/roslaunch/uris/host_rafzarf__40097] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,382: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,382: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,382: +PARAM [/use_sim_time] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,382: +PARAM [/gazebo/enable_ros_network] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,382: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2024-07-27 16:31:05,812: +PUB [/rosout] /urdf_spawner http://rafzarf:44685/
[rosmaster.master][INFO] 2024-07-27 16:31:05,814: +SUB [/clock] /urdf_spawner http://rafzarf:44685/
[rosmaster.master][INFO] 2024-07-27 16:31:05,815: +SERVICE [/urdf_spawner/get_loggers] /urdf_spawner http://rafzarf:44685/
[rosmaster.master][INFO] 2024-07-27 16:31:05,815: +SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner http://rafzarf:44685/
[rosmaster.master][INFO] 2024-07-27 16:31:05,816: +CACHEDPARAM [/rosout_disable_topics_generation] by /urdf_spawner
[rosmaster.master][INFO] 2024-07-27 16:31:05,827: +CACHEDPARAM [/rosout_disable_topics_generation] by /urdf_spawner
[rosmaster.master][INFO] 2024-07-27 16:31:05,875: +PUB [/rosout] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:05,875: +SERVICE [/gazebo/get_loggers] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:05,876: +SERVICE [/gazebo/set_logger_level] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:05,877: +SUB [/clock] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:05,878: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:05,881: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/']
[rosmaster.master][INFO] 2024-07-27 16:31:05,882: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-07-27 16:31:05,882: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/', 'http://rafzarf:38899/']
[rosmaster.master][INFO] 2024-07-27 16:31:05,882: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/', 'http://rafzarf:38899/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-07-27 16:31:05,924: +PUB [/rosout] /gazebo_gui http://rafzarf:43079/
[rosmaster.master][INFO] 2024-07-27 16:31:05,925: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://rafzarf:43079/
[rosmaster.master][INFO] 2024-07-27 16:31:05,925: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://rafzarf:43079/
[rosmaster.master][INFO] 2024-07-27 16:31:05,926: +SUB [/clock] /gazebo_gui http://rafzarf:43079/
[rosmaster.master][INFO] 2024-07-27 16:31:05,928: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo_gui
[rosmaster.master][INFO] 2024-07-27 16:31:05,982: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/', 'http://rafzarf:38899/', 'http://rafzarf:43079/']
[rosmaster.master][INFO] 2024-07-27 16:31:05,983: publisherUpdate[/rosout] -> http://rafzarf:38985/ ['http://rafzarf:44685/', 'http://rafzarf:38899/', 'http://rafzarf:43079/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-07-27 16:31:06,145: +PUB [/clock] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,145: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,146: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,146: +SERVICE [/gazebo/delete_model] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,147: +SERVICE [/gazebo/delete_light] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,147: +SERVICE [/gazebo/get_model_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,147: +SERVICE [/gazebo/get_model_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,147: +SERVICE [/gazebo/get_world_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,148: +SERVICE [/gazebo/get_joint_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,148: +SERVICE [/gazebo/get_link_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,148: +SERVICE [/gazebo/get_link_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,148: +SERVICE [/gazebo/get_light_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,148: +SERVICE [/gazebo/set_light_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,149: +SERVICE [/gazebo/get_physics_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,149: +PUB [/gazebo/link_states] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,149: +PUB [/gazebo/model_states] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,149: +PUB [/gazebo/performance_metrics] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,149: +SERVICE [/gazebo/set_link_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,150: +SERVICE [/gazebo/set_physics_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,150: +SERVICE [/gazebo/set_model_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,150: +SERVICE [/gazebo/set_model_configuration] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,150: +SERVICE [/gazebo/set_joint_properties] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,150: +SERVICE [/gazebo/set_link_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,151: +SUB [/gazebo/set_link_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,152: +SUB [/gazebo/set_model_state] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,152: +SERVICE [/gazebo/pause_physics] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,152: +SERVICE [/gazebo/unpause_physics] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/reset_simulation] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,153: +SERVICE [/gazebo/reset_world] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,169: +SERVICE [/gazebo/set_parameters] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,169: +PUB [/gazebo/parameter_descriptions] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,170: +PUB [/gazebo/parameter_updates] /gazebo http://rafzarf:38899/
[rosmaster.master][INFO] 2024-07-27 16:31:06,172: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,172: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,173: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,173: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,173: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,173: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,174: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,174: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,174: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,174: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,175: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,175: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,175: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,175: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,175: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,177: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,177: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,177: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,178: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,178: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,178: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,178: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,178: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,179: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,179: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,179: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-07-27 16:31:06,179: +PARAM [/gazebo/erp] by /gazebo
